9.311135,0.451075,1.000000
-3.559928,6.301450,1.000000
1.364272,9.981657,1.000000
3.672512,8.335516,1.000000
6.649398,11.072473,1.000000
9.771472,1.292399,1.000000
3.776763,9.238386,1.000000
-9.411093,6.302117,1.000000
-10.253271,3.152458,1.000000
-4.159006,9.936958,1.000000
0.665781,7.426884,1.000000
-0.931176,8.952628,1.000000
7.769615,6.171726,1.000000
8.850688,2.170671,1.000000
-9.256711,6.785854,1.000000
6.020598,7.352223,1.000000
-0.969099,7.427983,1.000000
-7.175243,5.130672,1.000000
10.973505,5.373189,1.000000
-9.044700,1.651251,1.000000
-10.469398,3.711659,1.000000
5.444892,4.587149,1.000000
-10.771836,6.616200,1.000000
9.083792,6.995590,1.000000
7.618096,5.722103,1.000000
-4.040077,9.056877,1.000000
-4.673874,10.232279,1.000000
-9.016510,0.252648,1.000000
1.224129,12.069484,1.000000
-9.536782,3.893641,1.000000
5.803753,10.065870,1.000000
3.347725,8.461574,1.000000
-6.751294,4.575724,1.000000
-8.566913,4.097482,1.000000
2.174478,8.326265,1.000000
-6.136452,4.310809,1.000000
10.212398,0.257342,1.000000
-10.634552,4.320207,1.000000
-11.319581,0.455468,1.000000
-2.631705,11.080828,1.000000
-3.293099,8.923095,1.000000
10.179608,3.304855,1.000000
-2.811957,9.769046,1.000000
-6.195272,5.798561,1.000000
10.778463,0.944486,1.000000
-9.095428,5.903364,1.000000
7.207878,6.002989,1.000000
10.795502,2.122586,1.000000
11.756527,2.660237,1.000000
-4.691429,11.293419,1.000000
10.246669,4.545901,1.000000
12.527981,2.383870,1.000000
-2.892322,9.317004,1.000000
2.834473,9.913444,1.000000
-10.187183,5.801646,1.000000
-6.819598,4.469537,1.000000
9.472736,4.405742,1.000000
-4.286104,8.054953,1.000000
2.506463,8.060191,1.000000
3.863137,7.436819,1.000000
10.469737,2.279983,1.000000
-1.000748,10.356761,1.000000
10.752749,3.655742,1.000000
7.701355,7.384354,1.000000
11.609368,1.188707,1.000000
0.030204,7.178383,1.000000
6.905926,5.010115,1.000000
10.915703,4.883523,1.000000
12.536009,3.172472,1.000000
8.035689,4.344098,1.000000
-11.706459,2.916450,1.000000
11.233882,4.219123,1.000000
-3.756865,11.375062,1.000000
5.439359,11.120264,1.000000
6.109485,5.030778,1.000000
-9.190322,4.292125,1.000000
10.985471,0.405604,1.000000
4.765218,8.895736,1.000000
5.843133,9.468836,1.000000
-4.631059,6.101525,1.000000
-8.057905,9.053064,1.000000
2.138509,7.869185,1.000000
4.959901,7.000495,1.000000
2.657431,9.205732,1.000000
5.776986,4.734335,1.000000
-6.383541,3.047779,1.000000
-9.226349,3.449584,1.000000
-2.500727,6.617023,1.000000
8.381681,6.346857,1.000000
-11.686049,2.756008,1.000000
-9.890060,1.961117,1.000000
7.669812,1.781207,1.000000
-6.035640,10.765227,1.000000
-7.663200,0.331640,1.000000
11.873232,2.813767,1.000000
-7.729357,1.745540,1.000000
7.561973,9.713372,1.000000
-3.078321,7.312130,1.000000
0.499862,8.659713,1.000000
0.562724,8.321474,1.000000
-6.420043,8.600769,1.000000
-8.531122,3.132492,1.000000
8.615670,4.626687,1.000000
5.418782,7.378810,1.000000
2.106441,11.794500,1.000000
